3;B1  A8     3           ;0;Оптовик;0
6;B1  A8     6           ;0;Оптовик К\Ф;0
4;B1  A8     4           ;0;Оптовик М\Ф;0
5;B1  A8     5           ;0;Оптовик С\Ф;0
10;B1  A8     9           ;0;Оптовик ЦОП;0
1;B1  A8     1           ;0;Розница;1
2;B1  A8     2           ;0;Сотрудник;0
9;B1  A8     A           ;0;Терминал;0
8;B1  A8     8           ;0;Фотоотдел;0
