id;date;code;key;bonus;commit;del;file
11;2010-08-30 17:48:05;2700000010181;19216812350518292001283164519;-95.00;1;0;dcard-20100831-102824.csv
12;2010-08-31 09:48:26;2700000010525;19216812350046605001283222901;-65.00;1;0;dcard-20100831-102824.csv
16;2010-08-31 10:09:32;2700000010525;20100830141655952;-10.30;1;0;dcard-20100831-102824.csv
15;2010-08-31 10:09:49;2700000010525;20100830141655952;-10.30;1;0;dcard-20100831-102824.csv
14;2010-08-31 10:09:59;2700000010525;20100830141655952;-10.50;1;0;dcard-20100831-102824.csv
13;2010-08-31 10:10:09;2700000010525;20100830141655952;-10.50;1;0;dcard-20100831-102824.csv
